pais_sigla,provincia_estado,tamano_ciudad,id_encuesta,situacion_laboral,miedo_desempleo,percepcion_eco_pais,percepcion_eco_hogar,justicia_ingresos,progreso_pais,eco_pais_pasado,eco_pais_futuro,genero,edad
ARG,32300.0,7.0,24.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,38.0
ARG,32300.0,7.0,24.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,55.0
ARG,32300.0,7.0,24.0,6.0,-5.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,65.0
ARG,32300.0,7.0,24.0,7.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,25.0
ARG,32300.0,6.0,24.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,57.0
ARG,32300.0,6.0,24.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,33.0
ARG,32300.0,6.0,24.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,25.0
ARG,32300.0,6.0,24.0,5.0,-5.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,80.0
ARG,32300.0,6.0,24.0,3.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,2.0,52.0
ARG,32300.0,6.0,24.0,5.0,-5.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,67.0
ARG,32300.0,6.0,24.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,35.0
ARG,32300.0,6.0,24.0,6.0,-5.0,5.0,3.0,4.0,2.0,5.0,4.0,2.0,26.0
ARG,32300.0,6.0,24.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,37.0
ARG,32300.0,6.0,24.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,1.0,40.0
ARG,32300.0,6.0,24.0,1.0,4.0,4.0,-1.0,4.0,2.0,4.0,5.0,1.0,45.0
ARG,32300.0,6.0,24.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,-1.0,1.0,25.0
ARG,32300.0,6.0,24.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,-1.0,1.0,37.0
ARG,32300.0,6.0,24.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,35.0
ARG,32300.0,6.0,24.0,6.0,-5.0,5.0,1.0,-1.0,3.0,5.0,-1.0,2.0,61.0
ARG,32300.0,6.0,24.0,2.0,2.0,5.0,4.0,1.0,3.0,5.0,5.0,2.0,45.0
ARG,32300.0,6.0,24.0,2.0,2.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,41.0
ARG,32300.0,6.0,24.0,1.0,3.0,5.0,5.0,-1.0,3.0,5.0,5.0,1.0,41.0
ARG,32300.0,6.0,24.0,7.0,5.0,4.0,3.0,-1.0,2.0,3.0,-1.0,2.0,22.0
ARG,32300.0,6.0,24.0,3.0,1.0,4.0,-1.0,4.0,3.0,4.0,4.0,1.0,61.0
ARG,32300.0,5.0,24.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,37.0
ARG,32300.0,5.0,24.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,38.0
ARG,32300.0,5.0,24.0,5.0,-5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,82.0
ARG,32300.0,5.0,24.0,6.0,-5.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,34.0
ARG,32300.0,5.0,24.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,1.0,1.0,25.0
ARG,32300.0,5.0,24.0,5.0,-5.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,72.0
ARG,32300.0,5.0,24.0,6.0,-5.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,24.0
ARG,32300.0,5.0,24.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,54.0
ARG,32300.0,5.0,24.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,56.0
ARG,32300.0,5.0,24.0,6.0,-5.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,58.0
ARG,32300.0,4.0,24.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,19.0
ARG,32300.0,4.0,24.0,5.0,-5.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,78.0
ARG,32300.0,4.0,24.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,1.0,60.0
ARG,32300.0,4.0,24.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,28.0
ARG,32300.0,4.0,24.0,6.0,-5.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,73.0
ARG,32300.0,4.0,24.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,47.0
ARG,32300.0,4.0,24.0,7.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,26.0
ARG,32300.0,4.0,24.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,21.0
ARG,32300.0,4.0,24.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,27.0
ARG,32300.0,4.0,24.0,1.0,2.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,52.0
ARG,32300.0,4.0,24.0,2.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,59.0
ARG,32300.0,4.0,24.0,3.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,33.0
ARG,32300.0,4.0,24.0,2.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,69.0
ARG,32300.0,4.0,24.0,5.0,-5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,83.0
ARG,32300.0,4.0,24.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,38.0
ARG,32300.0,4.0,24.0,1.0,1.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,24.0
ARG,32300.0,4.0,24.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,28.0
ARG,32300.0,4.0,24.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,48.0
ARG,32300.0,4.0,24.0,7.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,18.0
ARG,32300.0,4.0,24.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,41.0
ARG,32300.0,4.0,24.0,6.0,-5.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,67.0
ARG,32300.0,4.0,24.0,5.0,-5.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,85.0
ARG,32300.0,4.0,24.0,6.0,-5.0,3.0,3.0,-1.0,2.0,3.0,3.0,2.0,36.0
ARG,32300.0,4.0,24.0,2.0,3.0,3.0,2.0,-1.0,2.0,3.0,2.0,1.0,34.0
ARG,32300.0,4.0,24.0,5.0,-5.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,68.0
ARG,32300.0,4.0,24.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,50.0
ARG,32300.0,4.0,24.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,18.0
ARG,32300.0,4.0,24.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,59.0
ARG,32300.0,4.0,24.0,5.0,-5.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,64.0
ARG,32300.0,4.0,24.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,44.0
ARG,32300.0,3.0,24.0,1.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,1.0,61.0
ARG,32300.0,3.0,24.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,62.0
ARG,32300.0,3.0,24.0,6.0,-5.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,59.0
ARG,32300.0,3.0,24.0,6.0,-5.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,22.0
ARG,32300.0,3.0,24.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,19.0
ARG,32300.0,3.0,24.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,46.0
ARG,32300.0,3.0,24.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,47.0
ARG,32300.0,3.0,24.0,5.0,-5.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,95.0
ARG,32300.0,3.0,24.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,38.0
ARG,32300.0,3.0,24.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,48.0
ARG,32300.0,3.0,24.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,57.0
ARG,32300.0,3.0,24.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,46.0
ARG,32300.0,3.0,24.0,5.0,-5.0,4.0,2.0,3.0,-2.0,3.0,-2.0,2.0,68.0
ARG,32300.0,3.0,24.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,-1.0,2.0,37.0
ARG,32300.0,3.0,24.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,26.0
ARG,32300.0,3.0,24.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,27.0
ARG,32300.0,3.0,24.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,29.0
ARG,32300.0,3.0,24.0,6.0,-5.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,18.0
ARG,32300.0,3.0,24.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,20.0
ARG,32300.0,3.0,24.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,30.0
ARG,32300.0,3.0,24.0,5.0,-5.0,4.0,5.0,3.0,3.0,4.0,5.0,2.0,71.0
ARG,32300.0,3.0,24.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,29.0
ARG,32300.0,3.0,24.0,5.0,-5.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,71.0
ARG,32300.0,3.0,24.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,33.0
ARG,32300.0,3.0,24.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,54.0
ARG,32300.0,3.0,24.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,23.0
ARG,32300.0,3.0,24.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,49.0
ARG,32300.0,3.0,24.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,47.0
ARG,32300.0,3.0,24.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,45.0
ARG,32300.0,3.0,24.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,23.0
ARG,32300.0,3.0,24.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,21.0
ARG,32300.0,3.0,24.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,32.0
ARG,32300.0,3.0,24.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,57.0
ARG,32300.0,3.0,24.0,5.0,-5.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,66.0
ARG,32300.0,3.0,24.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,38.0
ARG,32300.0,3.0,24.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,19.0
ARG,32300.0,3.0,24.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,37.0
ARG,32300.0,3.0,24.0,1.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,28.0
ARG,32300.0,3.0,24.0,5.0,-5.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,70.0
ARG,32300.0,3.0,24.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,41.0
ARG,32300.0,2.0,24.0,1.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,43.0
ARG,32300.0,2.0,24.0,6.0,-5.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,28.0
ARG,32300.0,2.0,24.0,5.0,-5.0,5.0,4.0,3.0,3.0,5.0,4.0,1.0,60.0
ARG,32300.0,2.0,24.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,38.0
ARG,32300.0,2.0,24.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,40.0
ARG,32300.0,2.0,24.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,45.0
ARG,32300.0,2.0,24.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,20.0
ARG,32300.0,2.0,24.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0,1.0,30.0
ARG,32300.0,2.0,24.0,5.0,-5.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,67.0
ARG,32300.0,2.0,24.0,7.0,5.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,19.0
ARG,32300.0,2.0,24.0,3.0,3.0,4.0,3.0,-1.0,2.0,4.0,3.0,1.0,27.0
ARG,32300.0,2.0,24.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,50.0
ARG,32300.0,2.0,24.0,5.0,-5.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,73.0
ARG,32300.0,2.0,24.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,53.0
ARG,32300.0,2.0,24.0,7.0,5.0,5.0,3.0,-1.0,1.0,2.0,2.0,2.0,18.0
ARG,32300.0,2.0,24.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,30.0
ARG,32300.0,2.0,24.0,1.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,57.0
ARG,32300.0,2.0,24.0,1.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,1.0,62.0
ARG,32300.0,2.0,24.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,2.0,1.0,26.0
ARG,32300.0,2.0,24.0,1.0,2.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0,22.0
ARG,32901.0,7.0,24.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,34.0
ARG,32901.0,7.0,24.0,5.0,-5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,71.0
ARG,32901.0,7.0,24.0,7.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,22.0
ARG,32901.0,7.0,24.0,5.0,-5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,69.0
ARG,32901.0,7.0,24.0,5.0,-5.0,3.0,2.0,-1.0,1.0,2.0,2.0,2.0,60.0
ARG,32901.0,7.0,24.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,56.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,32.0
ARG,32901.0,7.0,24.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,19.0
ARG,32901.0,7.0,24.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,38.0
ARG,32901.0,7.0,24.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,58.0
ARG,32901.0,7.0,24.0,5.0,-5.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,66.0
ARG,32901.0,7.0,24.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,45.0
ARG,32901.0,7.0,24.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,1.0,45.0
ARG,32901.0,7.0,24.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,40.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,23.0
ARG,32901.0,7.0,24.0,1.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,1.0,36.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,21.0
ARG,32901.0,7.0,24.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,42.0
ARG,32901.0,7.0,24.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,35.0
ARG,32901.0,7.0,24.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,64.0
ARG,32901.0,7.0,24.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,65.0
ARG,32901.0,7.0,24.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,36.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,42.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,47.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,42.0
ARG,32901.0,7.0,24.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,37.0
ARG,32901.0,7.0,24.0,7.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,2.0,20.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,41.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,39.0
ARG,32901.0,7.0,24.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,53.0
ARG,32901.0,7.0,24.0,1.0,4.0,4.0,-1.0,4.0,2.0,4.0,-1.0,2.0,59.0
ARG,32901.0,7.0,24.0,3.0,4.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,40.0
ARG,32901.0,7.0,24.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,41.0
ARG,32901.0,7.0,24.0,5.0,-5.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,64.0
ARG,32901.0,7.0,24.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,-1.0,1.0,39.0
ARG,32901.0,7.0,24.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,2.0,27.0
ARG,32901.0,7.0,24.0,3.0,2.0,4.0,-1.0,3.0,2.0,3.0,-1.0,2.0,55.0
ARG,32901.0,7.0,24.0,7.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,2.0,20.0
ARG,32901.0,7.0,24.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,27.0
ARG,32901.0,7.0,24.0,5.0,-5.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,68.0
ARG,32901.0,7.0,24.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,40.0
ARG,32901.0,7.0,24.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,20.0
ARG,32901.0,7.0,24.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,39.0
ARG,32901.0,7.0,24.0,5.0,-5.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,60.0
ARG,32901.0,7.0,24.0,5.0,-5.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,75.0
ARG,32901.0,7.0,24.0,6.0,-5.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,50.0
ARG,32901.0,7.0,24.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,32.0
ARG,32901.0,7.0,24.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,20.0
ARG,32901.0,7.0,24.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,1.0,60.0
ARG,32901.0,7.0,24.0,5.0,-5.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,87.0
ARG,32901.0,7.0,24.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,59.0
ARG,32901.0,7.0,24.0,1.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,39.0
ARG,32901.0,7.0,24.0,3.0,1.0,2.0,1.0,-1.0,1.0,3.0,-1.0,1.0,20.0
ARG,32901.0,7.0,24.0,5.0,-5.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,63.0
ARG,32901.0,7.0,24.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,21.0
ARG,32901.0,7.0,24.0,5.0,-5.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,72.0
ARG,32901.0,7.0,24.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,21.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,40.0
ARG,32901.0,7.0,24.0,5.0,-5.0,4.0,4.0,3.0,2.0,5.0,5.0,1.0,75.0
ARG,32901.0,7.0,24.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,41.0
ARG,32901.0,7.0,24.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,42.0
ARG,32901.0,7.0,24.0,7.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,21.0
ARG,32901.0,7.0,24.0,6.0,-5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,36.0
ARG,32901.0,7.0,24.0,5.0,-5.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,70.0
ARG,32901.0,7.0,24.0,3.0,2.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,42.0
ARG,32901.0,7.0,24.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,58.0
ARG,32901.0,7.0,24.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,24.0
ARG,32901.0,7.0,24.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,40.0
ARG,32901.0,7.0,24.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,35.0
ARG,32901.0,7.0,24.0,1.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,62.0
ARG,32901.0,6.0,24.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,47.0
ARG,32901.0,6.0,24.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,25.0
ARG,32901.0,6.0,24.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,38.0
ARG,32901.0,6.0,24.0,7.0,5.0,4.0,1.0,-1.0,1.0,2.0,2.0,1.0,19.0
ARG,32901.0,6.0,24.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,41.0
ARG,32901.0,6.0,24.0,5.0,-5.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,71.0
ARG,32901.0,6.0,24.0,6.0,-5.0,4.0,5.0,3.0,2.0,5.0,3.0,2.0,42.0
ARG,32901.0,6.0,24.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,39.0
ARG,32901.0,6.0,24.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,5.0,2.0,35.0
ARG,32901.0,6.0,24.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,-1.0,1.0,18.0
ARG,32901.0,6.0,24.0,7.0,5.0,3.0,2.0,-1.0,1.0,2.0,2.0,2.0,18.0
ARG,32901.0,6.0,24.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,47.0
ARG,32901.0,6.0,24.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,39.0
ARG,32901.0,6.0,24.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,29.0
ARG,32901.0,6.0,24.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,52.0
ARG,32901.0,6.0,24.0,1.0,1.0,5.0,-1.0,3.0,2.0,4.0,3.0,1.0,38.0
ARG,32901.0,6.0,24.0,5.0,-5.0,4.0,3.0,4.0,3.0,5.0,-1.0,1.0,78.0
ARG,32901.0,6.0,24.0,5.0,-5.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,81.0
ARG,32901.0,6.0,24.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,57.0
ARG,32901.0,6.0,24.0,5.0,-5.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,75.0
ARG,32901.0,5.0,24.0,3.0,2.0,4.0,-1.0,3.0,2.0,4.0,3.0,1.0,37.0
ARG,32901.0,5.0,24.0,7.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,19.0
ARG,32901.0,5.0,24.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,50.0
ARG,32901.0,5.0,24.0,5.0,-5.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,68.0
ARG,32901.0,5.0,24.0,7.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,22.0
ARG,32901.0,5.0,24.0,6.0,-5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,30.0
ARG,32901.0,5.0,24.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,39.0
ARG,32901.0,5.0,24.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,41.0
ARG,32901.0,5.0,24.0,5.0,-5.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,77.0
ARG,32901.0,5.0,24.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,52.0
ARG,32901.0,4.0,24.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,26.0
ARG,32901.0,4.0,24.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,49.0
ARG,32901.0,4.0,24.0,5.0,-5.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,46.0
ARG,32901.0,4.0,24.0,1.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,22.0
ARG,32901.0,4.0,24.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,53.0
ARG,32901.0,4.0,24.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,39.0
ARG,32901.0,4.0,24.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,24.0
ARG,32901.0,4.0,24.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,35.0
ARG,32901.0,4.0,24.0,5.0,-5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,72.0
ARG,32901.0,4.0,24.0,5.0,-5.0,4.0,-1.0,3.0,2.0,4.0,3.0,1.0,82.0
ARG,32901.0,4.0,24.0,5.0,-5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,81.0
ARG,32901.0,4.0,24.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,20.0
ARG,32901.0,4.0,24.0,1.0,4.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,39.0
ARG,32901.0,4.0,24.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,60.0
ARG,32901.0,4.0,24.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,29.0
ARG,32901.0,4.0,24.0,5.0,-5.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0,77.0
ARG,32901.0,4.0,24.0,5.0,-5.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,60.0
ARG,32901.0,4.0,24.0,1.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,60.0
